id,song,artist_or_source,language,genre,mood,activity,energy,min_age,max_age,age_group,recommendation_tags,context_mood,context_activity,context_energy
HR-325,Puthiyoru Pathayil,Varathan,Malayalam,Melody,Calm,Relaxing,Low,51,65,51-65,"Malayalam,Melody,Calm,Relaxing,Low",Romantic,Relaxing,Low
HR-326,Uyiril Thodum,Kumbalangi Nights,Malayalam,Melody,Romantic,Relaxing,Low,66,80,66-80,"Malayalam,Melody,Romantic,Relaxing,Low",Happy,Party,High
HR-327,Cherathukal,Kumbalangi Nights,Malayalam,Melody,Calm,Studying,Low,81,100,81-100,"Malayalam,Melody,Calm,Studying,Low",Energetic,Workout,High
HR-328,Parayuvaan,Ishq,Malayalam,Melody,Romantic,Relaxing,Low,1,5,1-5,"Malayalam,Melody,Romantic,Relaxing,Low",Calm,Meditation,Low
HR-329,Jeevamshamayi,Theevandi,Malayalam,Melody,Emotional,Relaxing,Low,6,12,6-12,"Malayalam,Melody,Emotional,Relaxing,Low",Bored,Walking,Medium
HR-330,Aaradhike,Ambili,Malayalam,Melody,Romantic,Relaxing,Low,13,17,13-17,"Malayalam,Melody,Romantic,Relaxing,Low",Focused,Working,Low
HR-331,Thathaka Theithare,Hridayam,Malayalam,Folk,Happy,Walking,Medium,18,25,18-25,"Malayalam,Folk,Happy,Walking,Medium",Happy,Walking,Medium
HR-332,Kudukku,Love Action Drama,Malayalam,Dance,Happy,Party,High,26,35,26-35,"Malayalam,Dance,Happy,Party,High",Calm,Studying,Low
HR-333,Illuminati,Aavesham,Malayalam,Dance,Energetic,Workout,High,36,50,36-50,"Malayalam,Dance,Energetic,Workout,High",Stressed,Studying,Low
HR-334,Puthan Puthu,Uyare,Malayalam,Melody,Calm,Studying,Low,51,65,51-65,"Malayalam,Melody,Calm,Studying,Low",Sad,Relaxing,Low
HR-335,Vathikkalu Vellaripravu,Sufiyum Sujatayum,Malayalam,Melody,Romantic,Relaxing,Low,66,80,66-80,"Malayalam,Melody,Romantic,Relaxing,Low",Romantic,Relaxing,Low
HR-336,Darshana,Hridayam,Malayalam,Melody,Happy,Walking,Medium,81,100,81-100,"Malayalam,Melody,Happy,Walking,Medium",Happy,Party,High
HR-337,Azhalinte Aazhangalil,Ayalum Njanum Thammil,Malayalam,Melody,Emotional,Relaxing,Low,1,5,1-5,"Malayalam,Melody,Emotional,Relaxing,Low",Energetic,Workout,High
HR-338,Poomuthole,Joseph,Malayalam,Melody,Calm,Relaxing,Low,6,12,6-12,"Malayalam,Melody,Calm,Relaxing,Low",Calm,Meditation,Low
HR-339,Nee Mukilo,Uyare,Malayalam,Melody,Calm,Studying,Low,13,17,13-17,"Malayalam,Melody,Calm,Studying,Low",Bored,Walking,Medium
HR-340,Cherathukal,Kumbalangi Nights,Malayalam,Acoustic,Calm,Studying,Low,18,25,18-25,"Malayalam,Acoustic,Calm,Studying,Low",Focused,Working,Low
HR-341,Malare,Premam,Malayalam,Melody,Romantic,Relaxing,Low,26,35,26-35,"Malayalam,Melody,Romantic,Relaxing,Low",Happy,Walking,Medium
HR-342,Pavizha Mazha,Athiran,Malayalam,Melody,Calm,Relaxing,Low,36,50,36-50,"Malayalam,Melody,Calm,Relaxing,Low",Calm,Studying,Low
HR-343,Darshana,Hridayam,Malayalam,Melody,Romantic,Studying,Low,51,65,51-65,"Malayalam,Melody,Romantic,Studying,Low",Stressed,Studying,Low
HR-344,Onakka Munthiri,Hridayam,Malayalam,Pop,Happy,Walking,Medium,66,80,66-80,"Malayalam,Pop,Happy,Walking,Medium",Sad,Relaxing,Low
HR-345,Puthiyoru Pathayil,Varathan,Malayalam,Melody,Calm,Relaxing,Low,81,100,81-100,"Malayalam,Melody,Calm,Relaxing,Low",Romantic,Relaxing,Low
HR-346,Uyiril Thodum,Kumbalangi Nights,Malayalam,Melody,Romantic,Relaxing,Low,1,5,1-5,"Malayalam,Melody,Romantic,Relaxing,Low",Happy,Party,High
HR-347,Cherathukal,Kumbalangi Nights,Malayalam,Melody,Calm,Studying,Low,6,12,6-12,"Malayalam,Melody,Calm,Studying,Low",Energetic,Workout,High
HR-348,Parayuvaan,Ishq,Malayalam,Melody,Romantic,Relaxing,Low,13,17,13-17,"Malayalam,Melody,Romantic,Relaxing,Low",Calm,Meditation,Low
HR-349,Jeevamshamayi,Theevandi,Malayalam,Melody,Emotional,Relaxing,Low,18,25,18-25,"Malayalam,Melody,Emotional,Relaxing,Low",Bored,Walking,Medium
HR-350,Aaradhike,Ambili,Malayalam,Melody,Romantic,Relaxing,Low,26,35,26-35,"Malayalam,Melody,Romantic,Relaxing,Low",Focused,Working,Low
HR-351,Thathaka Theithare,Hridayam,Malayalam,Folk,Happy,Walking,Medium,36,50,36-50,"Malayalam,Folk,Happy,Walking,Medium",Happy,Walking,Medium
HR-352,Kudukku,Love Action Drama,Malayalam,Dance,Happy,Party,High,51,65,51-65,"Malayalam,Dance,Happy,Party,High",Calm,Studying,Low
HR-353,Illuminati,Aavesham,Malayalam,Dance,Energetic,Workout,High,66,80,66-80,"Malayalam,Dance,Energetic,Workout,High",Stressed,Studying,Low
HR-354,Puthan Puthu,Uyare,Malayalam,Melody,Calm,Studying,Low,81,100,81-100,"Malayalam,Melody,Calm,Studying,Low",Sad,Relaxing,Low
HR-355,Vathikkalu Vellaripravu,Sufiyum Sujatayum,Malayalam,Melody,Romantic,Relaxing,Low,1,5,1-5,"Malayalam,Melody,Romantic,Relaxing,Low",Romantic,Relaxing,Low
HR-356,Darshana,Hridayam,Malayalam,Melody,Happy,Walking,Medium,6,12,6-12,"Malayalam,Melody,Happy,Walking,Medium",Happy,Party,High
HR-357,Azhalinte Aazhangalil,Ayalum Njanum Thammil,Malayalam,Melody,Emotional,Relaxing,Low,13,17,13-17,"Malayalam,Melody,Emotional,Relaxing,Low",Energetic,Workout,High
HR-358,Poomuthole,Joseph,Malayalam,Melody,Calm,Relaxing,Low,18,25,18-25,"Malayalam,Melody,Calm,Relaxing,Low",Calm,Meditation,Low
HR-359,Nee Mukilo,Uyare,Malayalam,Melody,Calm,Studying,Low,26,35,26-35,"Malayalam,Melody,Calm,Studying,Low",Bored,Walking,Medium
HR-360,Cherathukal,Kumbalangi Nights,Malayalam,Acoustic,Calm,Studying,Low,36,50,36-50,"Malayalam,Acoustic,Calm,Studying,Low",Focused,Working,Low
HR-361,Malare,Premam,Malayalam,Melody,Romantic,Relaxing,Low,51,65,51-65,"Malayalam,Melody,Romantic,Relaxing,Low",Happy,Walking,Medium
HR-362,Pavizha Mazha,Athiran,Malayalam,Melody,Calm,Relaxing,Low,66,80,66-80,"Malayalam,Melody,Calm,Relaxing,Low",Calm,Studying,Low
HR-363,Darshana,Hridayam,Malayalam,Melody,Romantic,Studying,Low,81,100,81-100,"Malayalam,Melody,Romantic,Studying,Low",Stressed,Studying,Low
HR-364,Onakka Munthiri,Hridayam,Malayalam,Pop,Happy,Walking,Medium,1,5,1-5,"Malayalam,Pop,Happy,Walking,Medium",Sad,Relaxing,Low
HR-365,Puthiyoru Pathayil,Varathan,Malayalam,Melody,Calm,Relaxing,Low,6,12,6-12,"Malayalam,Melody,Calm,Relaxing,Low",Romantic,Relaxing,Low
HR-366,Uyiril Thodum,Kumbalangi Nights,Malayalam,Melody,Romantic,Relaxing,Low,13,17,13-17,"Malayalam,Melody,Romantic,Relaxing,Low",Happy,Party,High
HR-367,Cherathukal,Kumbalangi Nights,Malayalam,Melody,Calm,Studying,Low,18,25,18-25,"Malayalam,Melody,Calm,Studying,Low",Energetic,Workout,High
HR-368,Parayuvaan,Ishq,Malayalam,Melody,Romantic,Relaxing,Low,26,35,26-35,"Malayalam,Melody,Romantic,Relaxing,Low",Calm,Meditation,Low
HR-369,Jeevamshamayi,Theevandi,Malayalam,Melody,Emotional,Relaxing,Low,36,50,36-50,"Malayalam,Melody,Emotional,Relaxing,Low",Bored,Walking,Medium
HR-370,Aaradhike,Ambili,Malayalam,Melody,Romantic,Relaxing,Low,51,65,51-65,"Malayalam,Melody,Romantic,Relaxing,Low",Focused,Working,Low
HR-371,Thathaka Theithare,Hridayam,Malayalam,Folk,Happy,Walking,Medium,66,80,66-80,"Malayalam,Folk,Happy,Walking,Medium",Happy,Walking,Medium
HR-372,Kudukku,Love Action Drama,Malayalam,Dance,Happy,Party,High,81,100,81-100,"Malayalam,Dance,Happy,Party,High",Calm,Studying,Low
HR-373,Illuminati,Aavesham,Malayalam,Dance,Energetic,Workout,High,1,5,1-5,"Malayalam,Dance,Energetic,Workout,High",Stressed,Studying,Low
HR-374,Puthan Puthu,Uyare,Malayalam,Melody,Calm,Studying,Low,6,12,6-12,"Malayalam,Melody,Calm,Studying,Low",Sad,Relaxing,Low
HR-375,Vathikkalu Vellaripravu,Sufiyum Sujatayum,Malayalam,Melody,Romantic,Relaxing,Low,13,17,13-17,"Malayalam,Melody,Romantic,Relaxing,Low",Romantic,Relaxing,Low
HR-376,Darshana,Hridayam,Malayalam,Melody,Happy,Walking,Medium,18,25,18-25,"Malayalam,Melody,Happy,Walking,Medium",Happy,Party,High
HR-377,Azhalinte Aazhangalil,Ayalum Njanum Thammil,Malayalam,Melody,Emotional,Relaxing,Low,26,35,26-35,"Malayalam,Melody,Emotional,Relaxing,Low",Energetic,Workout,High
HR-378,Poomuthole,Joseph,Malayalam,Melody,Calm,Relaxing,Low,36,50,36-50,"Malayalam,Melody,Calm,Relaxing,Low",Calm,Meditation,Low
HR-379,Nee Mukilo,Uyare,Malayalam,Melody,Calm,Studying,Low,51,65,51-65,"Malayalam,Melody,Calm,Studying,Low",Bored,Walking,Medium
HR-380,Cherathukal,Kumbalangi Nights,Malayalam,Acoustic,Calm,Studying,Low,66,80,66-80,"Malayalam,Acoustic,Calm,Studying,Low",Focused,Working,Low
HR-381,Malare,Premam,Malayalam,Melody,Romantic,Relaxing,Low,81,100,81-100,"Malayalam,Melody,Romantic,Relaxing,Low",Happy,Walking,Medium
HR-382,Pavizha Mazha,Athiran,Malayalam,Melody,Calm,Relaxing,Low,1,5,1-5,"Malayalam,Melody,Calm,Relaxing,Low",Calm,Studying,Low
HR-383,Darshana,Hridayam,Malayalam,Melody,Romantic,Studying,Low,6,12,6-12,"Malayalam,Melody,Romantic,Studying,Low",Stressed,Studying,Low
HR-384,Onakka Munthiri,Hridayam,Malayalam,Pop,Happy,Walking,Medium,13,17,13-17,"Malayalam,Pop,Happy,Walking,Medium",Sad,Relaxing,Low
HR-385,Puthiyoru Pathayil,Varathan,Malayalam,Melody,Calm,Relaxing,Low,18,25,18-25,"Malayalam,Melody,Calm,Relaxing,Low",Romantic,Relaxing,Low
HR-386,Uyiril Thodum,Kumbalangi Nights,Malayalam,Melody,Romantic,Relaxing,Low,26,35,26-35,"Malayalam,Melody,Romantic,Relaxing,Low",Happy,Party,High
HR-387,Cherathukal,Kumbalangi Nights,Malayalam,Melody,Calm,Studying,Low,36,50,36-50,"Malayalam,Melody,Calm,Studying,Low",Energetic,Workout,High
HR-388,Parayuvaan,Ishq,Malayalam,Melody,Romantic,Relaxing,Low,51,65,51-65,"Malayalam,Melody,Romantic,Relaxing,Low",Calm,Meditation,Low
HR-389,Jeevamshamayi,Theevandi,Malayalam,Melody,Emotional,Relaxing,Low,66,80,66-80,"Malayalam,Melody,Emotional,Relaxing,Low",Bored,Walking,Medium
HR-390,Aaradhike,Ambili,Malayalam,Melody,Romantic,Relaxing,Low,81,100,81-100,"Malayalam,Melody,Romantic,Relaxing,Low",Focused,Working,Low
HR-391,Thathaka Theithare,Hridayam,Malayalam,Folk,Happy,Walking,Medium,1,5,1-5,"Malayalam,Folk,Happy,Walking,Medium",Happy,Walking,Medium
HR-392,Kudukku,Love Action Drama,Malayalam,Dance,Happy,Party,High,6,12,6-12,"Malayalam,Dance,Happy,Party,High",Calm,Studying,Low
HR-393,Illuminati,Aavesham,Malayalam,Dance,Energetic,Workout,High,13,17,13-17,"Malayalam,Dance,Energetic,Workout,High",Stressed,Studying,Low
HR-394,Puthan Puthu,Uyare,Malayalam,Melody,Calm,Studying,Low,18,25,18-25,"Malayalam,Melody,Calm,Studying,Low",Sad,Relaxing,Low
HR-395,Vathikkalu Vellaripravu,Sufiyum Sujatayum,Malayalam,Melody,Romantic,Relaxing,Low,26,35,26-35,"Malayalam,Melody,Romantic,Relaxing,Low",Romantic,Relaxing,Low
HR-396,Darshana,Hridayam,Malayalam,Melody,Happy,Walking,Medium,36,50,36-50,"Malayalam,Melody,Happy,Walking,Medium",Happy,Party,High
HR-397,Azhalinte Aazhangalil,Ayalum Njanum Thammil,Malayalam,Melody,Emotional,Relaxing,Low,51,65,51-65,"Malayalam,Melody,Emotional,Relaxing,Low",Energetic,Workout,High
HR-398,Poomuthole,Joseph,Malayalam,Melody,Calm,Relaxing,Low,66,80,66-80,"Malayalam,Melody,Calm,Relaxing,Low",Calm,Meditation,Low
HR-399,Nee Mukilo,Uyare,Malayalam,Melody,Calm,Studying,Low,81,100,81-100,"Malayalam,Melody,Calm,Studying,Low",Bored,Walking,Medium
HR-400,Cherathukal,Kumbalangi Nights,Malayalam,Acoustic,Calm,Studying,Low,1,5,1-5,"Malayalam,Acoustic,Calm,Studying,Low",Focused,Working,Low
HR-401,Shape of You,Ed Sheeran,English,Pop,Happy,Walking,Medium,1,5,1-5,"English,Pop,Happy,Walking,Medium",Happy,Walking,Medium
HR-402,Perfect,Ed Sheeran,English,Pop,Romantic,Relaxing,Low,6,12,6-12,"English,Pop,Romantic,Relaxing,Low",Calm,Studying,Low
HR-403,Photograph,Ed Sheeran,English,Pop,Emotional,Relaxing,Low,13,17,13-17,"English,Pop,Emotional,Relaxing,Low",Stressed,Studying,Low
HR-404,Thinking Out Loud,Ed Sheeran,English,Pop,Romantic,Relaxing,Low,18,25,18-25,"English,Pop,Romantic,Relaxing,Low",Sad,Relaxing,Low
HR-405,As It Was,Harry Styles,English,Pop,Happy,Walking,Medium,26,35,26-35,"English,Pop,Happy,Walking,Medium",Romantic,Relaxing,Low
HR-406,Adore You,Harry Styles,English,Pop,Romantic,Relaxing,Medium,36,50,36-50,"English,Pop,Romantic,Relaxing,Medium",Happy,Party,High
HR-407,Watermelon Sugar,Harry Styles,English,Pop,Happy,Party,Medium,51,65,51-65,"English,Pop,Happy,Party,Medium",Energetic,Workout,High
HR-408,Levitating,Dua Lipa,English,Pop,Happy,Workout,High,66,80,66-80,"English,Pop,Happy,Workout,High",Calm,Meditation,Low
HR-409,Don't Start Now,Dua Lipa,English,Pop,Energetic,Workout,High,81,100,81-100,"English,Pop,Energetic,Workout,High",Bored,Walking,Medium
HR-410,New Rules,Dua Lipa,English,Pop,Energetic,Workout,High,1,5,1-5,"English,Pop,Energetic,Workout,High",Focused,Working,Low
HR-411,Blinding Lights,The Weeknd,English,Pop,Energetic,Driving,High,6,12,6-12,"English,Pop,Energetic,Driving,High",Happy,Walking,Medium
HR-412,Save Your Tears,The Weeknd,English,Pop,Emotional,Driving,Medium,13,17,13-17,"English,Pop,Emotional,Driving,Medium",Calm,Studying,Low
HR-413,Starboy,The Weeknd,English,Pop,Energetic,Workout,High,18,25,18-25,"English,Pop,Energetic,Workout,High",Stressed,Studying,Low
HR-414,Flowers,Miley Cyrus,English,Pop,Happy,Walking,Medium,26,35,26-35,"English,Pop,Happy,Walking,Medium",Sad,Relaxing,Low
HR-415,Attention,Charlie Puth,English,Pop,Emotional,Relaxing,Medium,36,50,36-50,"English,Pop,Emotional,Relaxing,Medium",Romantic,Relaxing,Low
HR-416,We Don't Talk Anymore,Charlie Puth,English,Pop,Emotional,Relaxing,Low,51,65,51-65,"English,Pop,Emotional,Relaxing,Low",Happy,Party,High
HR-417,Stay,Justin Bieber & The Kid LAROI,English,Pop,Energetic,Walking,Medium,66,80,66-80,"English,Pop,Energetic,Walking,Medium",Energetic,Workout,High
HR-418,Love Yourself,Justin Bieber,English,Pop,Calm,Relaxing,Low,81,100,81-100,"English,Pop,Calm,Relaxing,Low",Calm,Meditation,Low
HR-419,Someone Like You,Adele,English,Ballad,Emotional,Relaxing,Low,1,5,1-5,"English,Ballad,Emotional,Relaxing,Low",Bored,Walking,Medium
HR-420,Easy On Me,Adele,English,Ballad,Emotional,Relaxing,Low,6,12,6-12,"English,Ballad,Emotional,Relaxing,Low",Focused,Working,Low
HR-421,Shape of You,Ed Sheeran,English,Pop,Happy,Walking,Medium,13,17,13-17,"English,Pop,Happy,Walking,Medium",Happy,Walking,Medium
HR-422,Perfect,Ed Sheeran,English,Pop,Romantic,Relaxing,Low,18,25,18-25,"English,Pop,Romantic,Relaxing,Low",Calm,Studying,Low
HR-423,Photograph,Ed Sheeran,English,Pop,Emotional,Relaxing,Low,26,35,26-35,"English,Pop,Emotional,Relaxing,Low",Stressed,Studying,Low
HR-424,Thinking Out Loud,Ed Sheeran,English,Pop,Romantic,Relaxing,Low,36,50,36-50,"English,Pop,Romantic,Relaxing,Low",Sad,Relaxing,Low
HR-425,As It Was,Harry Styles,English,Pop,Happy,Walking,Medium,51,65,51-65,"English,Pop,Happy,Walking,Medium",Romantic,Relaxing,Low
HR-426,Adore You,Harry Styles,English,Pop,Romantic,Relaxing,Medium,66,80,66-80,"English,Pop,Romantic,Relaxing,Medium",Happy,Party,High
HR-427,Watermelon Sugar,Harry Styles,English,Pop,Happy,Party,Medium,81,100,81-100,"English,Pop,Happy,Party,Medium",Energetic,Workout,High
HR-428,Levitating,Dua Lipa,English,Pop,Happy,Workout,High,1,5,1-5,"English,Pop,Happy,Workout,High",Calm,Meditation,Low
HR-429,Don't Start Now,Dua Lipa,English,Pop,Energetic,Workout,High,6,12,6-12,"English,Pop,Energetic,Workout,High",Bored,Walking,Medium
HR-430,New Rules,Dua Lipa,English,Pop,Energetic,Workout,High,13,17,13-17,"English,Pop,Energetic,Workout,High",Focused,Working,Low
HR-431,Blinding Lights,The Weeknd,English,Pop,Energetic,Driving,High,18,25,18-25,"English,Pop,Energetic,Driving,High",Happy,Walking,Medium
HR-432,Save Your Tears,The Weeknd,English,Pop,Emotional,Driving,Medium,26,35,26-35,"English,Pop,Emotional,Driving,Medium",Calm,Studying,Low
HR-433,Starboy,The Weeknd,English,Pop,Energetic,Workout,High,36,50,36-50,"English,Pop,Energetic,Workout,High",Stressed,Studying,Low
HR-434,Flowers,Miley Cyrus,English,Pop,Happy,Walking,Medium,51,65,51-65,"English,Pop,Happy,Walking,Medium",Sad,Relaxing,Low
HR-435,Attention,Charlie Puth,English,Pop,Emotional,Relaxing,Medium,66,80,66-80,"English,Pop,Emotional,Relaxing,Medium",Romantic,Relaxing,Low
HR-436,We Don't Talk Anymore,Charlie Puth,English,Pop,Emotional,Relaxing,Low,81,100,81-100,"English,Pop,Emotional,Relaxing,Low",Happy,Party,High
HR-437,Stay,Justin Bieber & The Kid LAROI,English,Pop,Energetic,Walking,Medium,1,5,1-5,"English,Pop,Energetic,Walking,Medium",Energetic,Workout,High
HR-438,Love Yourself,Justin Bieber,English,Pop,Calm,Relaxing,Low,6,12,6-12,"English,Pop,Calm,Relaxing,Low",Calm,Meditation,Low
HR-439,Someone Like You,Adele,English,Ballad,Emotional,Relaxing,Low,13,17,13-17,"English,Ballad,Emotional,Relaxing,Low",Bored,Walking,Medium
HR-440,Easy On Me,Adele,English,Ballad,Emotional,Relaxing,Low,18,25,18-25,"English,Ballad,Emotional,Relaxing,Low",Focused,Working,Low
HR-441,Shape of You,Ed Sheeran,English,Pop,Happy,Walking,Medium,26,35,26-35,"English,Pop,Happy,Walking,Medium",Happy,Walking,Medium
HR-442,Perfect,Ed Sheeran,English,Pop,Romantic,Relaxing,Low,36,50,36-50,"English,Pop,Romantic,Relaxing,Low",Calm,Studying,Low
HR-443,Photograph,Ed Sheeran,English,Pop,Emotional,Relaxing,Low,51,65,51-65,"English,Pop,Emotional,Relaxing,Low",Stressed,Studying,Low
HR-444,Thinking Out Loud,Ed Sheeran,English,Pop,Romantic,Relaxing,Low,66,80,66-80,"English,Pop,Romantic,Relaxing,Low",Sad,Relaxing,Low
HR-445,As It Was,Harry Styles,English,Pop,Happy,Walking,Medium,81,100,81-100,"English,Pop,Happy,Walking,Medium",Romantic,Relaxing,Low
HR-446,Adore You,Harry Styles,English,Pop,Romantic,Relaxing,Medium,1,5,1-5,"English,Pop,Romantic,Relaxing,Medium",Happy,Party,High
HR-447,Watermelon Sugar,Harry Styles,English,Pop,Happy,Party,Medium,6,12,6-12,"English,Pop,Happy,Party,Medium",Energetic,Workout,High
HR-448,Levitating,Dua Lipa,English,Pop,Happy,Workout,High,13,17,13-17,"English,Pop,Happy,Workout,High",Calm,Meditation,Low
HR-449,Don't Start Now,Dua Lipa,English,Pop,Energetic,Workout,High,18,25,18-25,"English,Pop,Energetic,Workout,High",Bored,Walking,Medium
HR-450,New Rules,Dua Lipa,English,Pop,Energetic,Workout,High,26,35,26-35,"English,Pop,Energetic,Workout,High",Focused,Working,Low
HR-451,Blinding Lights,The Weeknd,English,Pop,Energetic,Driving,High,36,50,36-50,"English,Pop,Energetic,Driving,High",Happy,Walking,Medium
HR-452,Save Your Tears,The Weeknd,English,Pop,Emotional,Driving,Medium,51,65,51-65,"English,Pop,Emotional,Driving,Medium",Calm,Studying,Low
HR-453,Starboy,The Weeknd,English,Pop,Energetic,Workout,High,66,80,66-80,"English,Pop,Energetic,Workout,High",Stressed,Studying,Low
HR-454,Flowers,Miley Cyrus,English,Pop,Happy,Walking,Medium,81,100,81-100,"English,Pop,Happy,Walking,Medium",Sad,Relaxing,Low
HR-455,Attention,Charlie Puth,English,Pop,Emotional,Relaxing,Medium,1,5,1-5,"English,Pop,Emotional,Relaxing,Medium",Romantic,Relaxing,Low
HR-456,We Don't Talk Anymore,Charlie Puth,English,Pop,Emotional,Relaxing,Low,6,12,6-12,"English,Pop,Emotional,Relaxing,Low",Happy,Party,High
HR-457,Stay,Justin Bieber & The Kid LAROI,English,Pop,Energetic,Walking,Medium,13,17,13-17,"English,Pop,Energetic,Walking,Medium",Energetic,Workout,High
HR-458,Love Yourself,Justin Bieber,English,Pop,Calm,Relaxing,Low,18,25,18-25,"English,Pop,Calm,Relaxing,Low",Calm,Meditation,Low
HR-459,Someone Like You,Adele,English,Ballad,Emotional,Relaxing,Low,26,35,26-35,"English,Ballad,Emotional,Relaxing,Low",Bored,Walking,Medium
HR-460,Easy On Me,Adele,English,Ballad,Emotional,Relaxing,Low,36,50,36-50,"English,Ballad,Emotional,Relaxing,Low",Focused,Working,Low
HR-461,Shape of You,Ed Sheeran,English,Pop,Happy,Walking,Medium,51,65,51-65,"English,Pop,Happy,Walking,Medium",Happy,Walking,Medium
HR-462,Perfect,Ed Sheeran,English,Pop,Romantic,Relaxing,Low,66,80,66-80,"English,Pop,Romantic,Relaxing,Low",Calm,Studying,Low
HR-463,Photograph,Ed Sheeran,English,Pop,Emotional,Relaxing,Low,81,100,81-100,"English,Pop,Emotional,Relaxing,Low",Stressed,Studying,Low
HR-464,Thinking Out Loud,Ed Sheeran,English,Pop,Romantic,Relaxing,Low,1,5,1-5,"English,Pop,Romantic,Relaxing,Low",Sad,Relaxing,Low
HR-465,As It Was,Harry Styles,English,Pop,Happy,Walking,Medium,6,12,6-12,"English,Pop,Happy,Walking,Medium",Romantic,Relaxing,Low
HR-466,Adore You,Harry Styles,English,Pop,Romantic,Relaxing,Medium,13,17,13-17,"English,Pop,Romantic,Relaxing,Medium",Happy,Party,High
HR-467,Watermelon Sugar,Harry Styles,English,Pop,Happy,Party,Medium,18,25,18-25,"English,Pop,Happy,Party,Medium",Energetic,Workout,High
HR-468,Levitating,Dua Lipa,English,Pop,Happy,Workout,High,26,35,26-35,"English,Pop,Happy,Workout,High",Calm,Meditation,Low
HR-469,Don't Start Now,Dua Lipa,English,Pop,Energetic,Workout,High,36,50,36-50,"English,Pop,Energetic,Workout,High",Bored,Walking,Medium
HR-470,New Rules,Dua Lipa,English,Pop,Energetic,Workout,High,51,65,51-65,"English,Pop,Energetic,Workout,High",Focused,Working,Low
HR-471,Blinding Lights,The Weeknd,English,Pop,Energetic,Driving,High,66,80,66-80,"English,Pop,Energetic,Driving,High",Happy,Walking,Medium
HR-472,Save Your Tears,The Weeknd,English,Pop,Emotional,Driving,Medium,81,100,81-100,"English,Pop,Emotional,Driving,Medium",Calm,Studying,Low
HR-473,Starboy,The Weeknd,English,Pop,Energetic,Workout,High,1,5,1-5,"English,Pop,Energetic,Workout,High",Stressed,Studying,Low
HR-474,Flowers,Miley Cyrus,English,Pop,Happy,Walking,Medium,6,12,6-12,"English,Pop,Happy,Walking,Medium",Sad,Relaxing,Low
HR-475,Attention,Charlie Puth,English,Pop,Emotional,Relaxing,Medium,13,17,13-17,"English,Pop,Emotional,Relaxing,Medium",Romantic,Relaxing,Low
HR-476,We Don't Talk Anymore,Charlie Puth,English,Pop,Emotional,Relaxing,Low,18,25,18-25,"English,Pop,Emotional,Relaxing,Low",Happy,Party,High
HR-477,Stay,Justin Bieber & The Kid LAROI,English,Pop,Energetic,Walking,Medium,26,35,26-35,"English,Pop,Energetic,Walking,Medium",Energetic,Workout,High
HR-478,Love Yourself,Justin Bieber,English,Pop,Calm,Relaxing,Low,36,50,36-50,"English,Pop,Calm,Relaxing,Low",Calm,Meditation,Low
HR-479,Someone Like You,Adele,English,Ballad,Emotional,Relaxing,Low,51,65,51-65,"English,Ballad,Emotional,Relaxing,Low",Bored,Walking,Medium
HR-480,Easy On Me,Adele,English,Ballad,Emotional,Relaxing,Low,66,80,66-80,"English,Ballad,Emotional,Relaxing,Low",Focused,Working,Low
HR-481,Shape of You,Ed Sheeran,English,Pop,Happy,Walking,Medium,81,100,81-100,"English,Pop,Happy,Walking,Medium",Happy,Walking,Medium
HR-482,Perfect,Ed Sheeran,English,Pop,Romantic,Relaxing,Low,1,5,1-5,"English,Pop,Romantic,Relaxing,Low",Calm,Studying,Low
HR-483,Photograph,Ed Sheeran,English,Pop,Emotional,Relaxing,Low,6,12,6-12,"English,Pop,Emotional,Relaxing,Low",Stressed,Studying,Low
HR-484,Thinking Out Loud,Ed Sheeran,English,Pop,Romantic,Relaxing,Low,13,17,13-17,"English,Pop,Romantic,Relaxing,Low",Sad,Relaxing,Low
HR-485,As It Was,Harry Styles,English,Pop,Happy,Walking,Medium,18,25,18-25,"English,Pop,Happy,Walking,Medium",Romantic,Relaxing,Low
HR-486,Adore You,Harry Styles,English,Pop,Romantic,Relaxing,Medium,26,35,26-35,"English,Pop,Romantic,Relaxing,Medium",Happy,Party,High
HR-487,Watermelon Sugar,Harry Styles,English,Pop,Happy,Party,Medium,36,50,36-50,"English,Pop,Happy,Party,Medium",Energetic,Workout,High
HR-488,Levitating,Dua Lipa,English,Pop,Happy,Workout,High,51,65,51-65,"English,Pop,Happy,Workout,High",Calm,Meditation,Low
HR-489,Don't Start Now,Dua Lipa,English,Pop,Energetic,Workout,High,66,80,66-80,"English,Pop,Energetic,Workout,High",Bored,Walking,Medium
HR-490,New Rules,Dua Lipa,English,Pop,Energetic,Workout,High,81,100,81-100,"English,Pop,Energetic,Workout,High",Focused,Working,Low
HR-491,Blinding Lights,The Weeknd,English,Pop,Energetic,Driving,High,1,5,1-5,"English,Pop,Energetic,Driving,High",Happy,Walking,Medium
HR-492,Save Your Tears,The Weeknd,English,Pop,Emotional,Driving,Medium,6,12,6-12,"English,Pop,Emotional,Driving,Medium",Calm,Studying,Low
HR-493,Starboy,The Weeknd,English,Pop,Energetic,Workout,High,13,17,13-17,"English,Pop,Energetic,Workout,High",Stressed,Studying,Low
HR-494,Flowers,Miley Cyrus,English,Pop,Happy,Walking,Medium,18,25,18-25,"English,Pop,Happy,Walking,Medium",Sad,Relaxing,Low
