Age,Gender,Mood,Stress,SleepQuality,Anxiety,FavGenre,Language,Activity,RecommendedPlaylist
34,Female,Angry,6,Fair,9,Instrumental,Spanish,Studying,playlist_1
64,Female,Anxiety,8,Good,10,Classical,Other,Studying,playlist_1
28,Other,Happy,7,Good,3,Classical,Kannada,Exercise,playlist_1
16,Female,Tired,5,Good,9,Lo-fi,Hindi,Sleeping,playlist_5
23,Male,Sad,4,Fair,4,Lo-fi,Spanish,Meditation,playlist_2
51,Female,Tired,2,Good,10,Pop,Telugu,Relaxation,playlist_5
34,Male,Anxiety,8,Good,6,Instrumental,Other,Relaxation,playlist_3
40,Male,Happy,9,Good,7,Classical,Malayalam,Sleeping,playlist_2
43,Male,Angry,4,Poor,10,Nature Sounds,Tamil,Relaxation,playlist_4
15,Male,Tired,4,Fair,6,Instrumental,Kannada,Studying,playlist_1
69,Prefer not to say,Angry,5,Poor,1,Pop,Malayalam,Relaxation,playlist_4
49,Female,Happy,2,Fair,6,Instrumental,Kannada,Studying,playlist_1
20,Female,Tired,7,Fair,6,Lo-fi,Kannada,Studying,playlist_1
51,Male,Angry,5,Poor,5,Instrumental,Hindi,Meditation,playlist_4
67,Female,Angry,6,Fair,3,Instrumental,Telugu,Relaxation,playlist_4
73,Female,Tired,4,Fair,10,Instrumental,Tamil,Meditation,playlist_3
19,Male,Happy,8,Poor,3,Nature Sounds,Telugu,Relaxation,playlist_1
47,Prefer not to say,Angry,8,Good,10,Pop,Kannada,Studying,playlist_1
63,Female,Anxiety,5,Fair,7,Instrumental,Hindi,Relaxation,playlist_3
65,Female,Tired,6,Poor,8,Instrumental,Malayalam,Meditation,playlist_3
28,Male,Sad,3,Fair,3,Nature Sounds,Spanish,Exercise,playlist_5
26,Male,Sad,1,Poor,3,Classical,Hindi,Meditation,playlist_2
56,Female,Happy,9,Good,7,Instrumental,Kannada,Exercise,playlist_1
34,Female,Anxiety,9,Fair,10,Instrumental,Telugu,Sleeping,playlist_2
67,Female,Angry,3,Good,7,Classical,Malayalam,Meditation,playlist_3
64,Other,Sad,4,Good,9,Instrumental,Telugu,Relaxation,playlist_2
38,Female,Happy,7,Poor,6,Instrumental,Hindi,Exercise,playlist_1
73,Female,Anxiety,2,Fair,7,Instrumental,Other,Relaxation,playlist_3
57,Male,Anxiety,3,Fair,10,Pop,Malayalam,Exercise,playlist_5
48,Female,Happy,6,Fair,1,Lo-fi,English,Meditation,playlist_1
39,Male,Happy,8,Fair,7,Pop,Hindi,Meditation,playlist_3
64,Male,Angry,1,Fair,2,Classical,Other,Relaxation,playlist_4
43,Prefer not to say,Happy,4,Poor,7,Pop,Malayalam,Meditation,playlist_3
71,Male,Angry,1,Fair,3,Pop,Other,Relaxation,playlist_4
53,Male,Angry,2,Good,9,Nature Sounds,Hindi,Studying,playlist_1
45,Male,Tired,8,Good,5,Classical,Tamil,Exercise,playlist_5
70,Male,Anxiety,6,Fair,7,Classical,Hindi,Relaxation,playlist_3
61,Male,Anxiety,9,Poor,8,Classical,Other,Exercise,playlist_3
57,Male,Anxiety,2,Poor,2,Pop,Other,Studying,playlist_1
64,Female,Tired,3,Fair,1,Classical,Spanish,Exercise,playlist_5
37,Female,Angry,9,Good,7,Nature Sounds,Other,Relaxation,playlist_4
58,Female,Angry,9,Fair,6,Instrumental,English,Meditation,playlist_4
52,Prefer not to say,Happy,6,Fair,6,Pop,Malayalam,Exercise,playlist_1
34,Female,Tired,3,Fair,2,Instrumental,Other,Exercise,playlist_5
37,Male,Happy,5,Poor,3,Instrumental,Other,Studying,playlist_1
59,Male,Tired,2,Poor,4,Pop,Other,Sleeping,playlist_5
66,Female,Happy,7,Good,3,Pop,Malayalam,Meditation,playlist_1
30,Female,Sad,10,Good,2,Classical,Hindi,Relaxation,playlist_2
64,Male,Anxiety,8,Fair,3,Nature Sounds,Telugu,Studying,playlist_1
56,Male,Anxiety,6,Good,6,Pop,Tamil,Relaxation,playlist_3
74,Female,Angry,8,Fair,9,Instrumental,Spanish,Relaxation,playlist_4
69,Female,Sad,2,Good,4,Pop,Tamil,Exercise,playlist_5
22,Female,Anxiety,3,Fair,6,Nature Sounds,Hindi,Studying,playlist_1
64,Male,Angry,7,Poor,1,Lo-fi,Tamil,Studying,playlist_1
35,Female,Sad,10,Fair,6,Instrumental,Tamil,Meditation,playlist_2
15,Female,Anxiety,1,Poor,3,Lo-fi,Hindi,Sleeping,playlist_3
69,Female,Happy,7,Poor,9,Lo-fi,English,Relaxation,playlist_1
22,Female,Tired,6,Good,4,Nature Sounds,Malayalam,Meditation,playlist_5
43,Female,Sad,8,Good,7,Pop,Hindi,Meditation,playlist_3
46,Female,Angry,7,Poor,4,Lo-fi,Telugu,Relaxation,playlist_4
52,Female,Sad,4,Fair,6,Classical,Kannada,Exercise,playlist_5
19,Male,Angry,3,Fair,7,Pop,English,Exercise,playlist_5
61,Female,Sad,3,Good,2,Instrumental,Hindi,Relaxation,playlist_2
36,Female,Angry,4,Fair,10,Pop,English,Studying,playlist_1
61,Female,Anxiety,9,Fair,6,Nature Sounds,Kannada,Sleeping,playlist_2
48,Prefer not to say,Happy,9,Fair,8,Nature Sounds,Tamil,Exercise,playlist_1
15,Prefer not to say,Anxiety,2,Poor,6,Instrumental,Tamil,Sleeping,playlist_3
69,Female,Happy,5,Poor,2,Instrumental,Kannada,Meditation,playlist_1
69,Male,Anxiety,1,Fair,4,Instrumental,Tamil,Meditation,playlist_3
40,Male,Anxiety,4,Good,1,Nature Sounds,English,Relaxation,playlist_3
57,Other,Sad,2,Fair,7,Pop,Tamil,Relaxation,playlist_2
24,Male,Tired,8,Good,8,Lo-fi,Kannada,Relaxation,playlist_5
44,Prefer not to say,Angry,4,Poor,10,Lo-fi,Kannada,Exercise,playlist_5
64,Male,Angry,5,Fair,2,Classical,Malayalam,Sleeping,playlist_4
32,Female,Angry,4,Fair,10,Nature Sounds,Kannada,Meditation,playlist_3
31,Female,Happy,5,Good,5,Instrumental,Telugu,Sleeping,playlist_1
40,Male,Angry,5,Good,8,Pop,Spanish,Exercise,playlist_5
22,Other,Angry,5,Fair,8,Nature Sounds,English,Sleeping,playlist_4
61,Female,Sad,3,Fair,5,Classical,Kannada,Sleeping,playlist_2
54,Male,Anxiety,7,Good,8,Lo-fi,Malayalam,Relaxation,playlist_3
63,Male,Angry,3,Poor,6,Pop,English,Sleeping,playlist_4
26,Female,Tired,2,Good,5,Lo-fi,Other,Sleeping,playlist_5
41,Male,Angry,3,Fair,4,Pop,Malayalam,Sleeping,playlist_4
22,Female,Happy,3,Poor,5,Instrumental,Telugu,Studying,playlist_1
39,Male,Happy,8,Poor,4,Pop,Other,Meditation,playlist_1
60,Male,Happy,4,Poor,1,Instrumental,English,Meditation,playlist_1
18,Male,Angry,3,Poor,3,Nature Sounds,Hindi,Sleeping,playlist_4
47,Male,Sad,10,Fair,8,Lo-fi,Spanish,Relaxation,playlist_2
15,Male,Tired,5,Poor,7,Pop,Spanish,Relaxation,playlist_5
33,Prefer not to say,Angry,4,Good,7,Pop,Telugu,Relaxation,playlist_4
45,Male,Sad,9,Good,3,Classical,Telugu,Meditation,playlist_2
30,Male,Sad,8,Good,9,Lo-fi,Tamil,Exercise,playlist_2
28,Male,Angry,7,Fair,6,Nature Sounds,Kannada,Sleeping,playlist_2
67,Female,Angry,8,Poor,8,Instrumental,Other,Meditation,playlist_3
62,Female,Sad,5,Good,8,Nature Sounds,Telugu,Relaxation,playlist_2
19,Female,Sad,4,Good,3,Classical,Spanish,Meditation,playlist_2
55,Male,Sad,7,Good,4,Nature Sounds,English,Meditation,playlist_2
40,Female,Angry,1,Poor,6,Instrumental,Hindi,Meditation,playlist_4
42,Female,Sad,6,Good,2,Lo-fi,English,Relaxation,playlist_2
16,Female,Happy,8,Poor,7,Classical,Spanish,Exercise,playlist_1
64,Male,Angry,7,Poor,2,Pop,English,Studying,playlist_1
20,Female,Happy,2,Poor,5,Pop,Hindi,Sleeping,playlist_1
23,Male,Anxiety,7,Fair,4,Lo-fi,Other,Sleeping,playlist_2
47,Male,Angry,6,Fair,9,Nature Sounds,Malayalam,Meditation,playlist_3
55,Male,Anxiety,5,Poor,2,Pop,Tamil,Exercise,playlist_5
39,Male,Sad,4,Poor,7,Classical,Spanish,Relaxation,playlist_2
62,Male,Sad,1,Fair,7,Instrumental,Kannada,Studying,playlist_1
27,Female,Tired,2,Fair,7,Nature Sounds,Other,Studying,playlist_1
23,Female,Sad,7,Poor,1,Instrumental,Spanish,Meditation,playlist_2
67,Female,Anxiety,10,Fair,8,Nature Sounds,Telugu,Meditation,playlist_3
27,Male,Sad,3,Good,2,Classical,Kannada,Relaxation,playlist_2
45,Female,Angry,5,Poor,5,Instrumental,Tamil,Relaxation,playlist_4
55,Female,Sad,8,Poor,2,Classical,Malayalam,Relaxation,playlist_2
25,Male,Tired,8,Fair,5,Instrumental,Hindi,Meditation,playlist_5
18,Female,Sad,6,Good,7,Nature Sounds,Kannada,Exercise,playlist_2
48,Female,Anxiety,5,Fair,6,Classical,Spanish,Meditation,playlist_3
52,Male,Anxiety,2,Good,5,Nature Sounds,English,Meditation,playlist_3
60,Male,Sad,9,Good,4,Nature Sounds,Telugu,Studying,playlist_1
18,Male,Anxiety,1,Poor,8,Instrumental,Telugu,Relaxation,playlist_3
52,Prefer not to say,Anxiety,2,Good,8,Instrumental,Malayalam,Sleeping,playlist_3
33,Male,Tired,1,Poor,1,Classical,Tamil,Relaxation,playlist_5
20,Male,Angry,4,Good,10,Pop,Tamil,Exercise,playlist_5
48,Female,Tired,4,Poor,2,Lo-fi,Other,Exercise,playlist_5
32,Female,Happy,5,Good,3,Instrumental,Hindi,Relaxation,playlist_1
27,Male,Tired,5,Fair,1,Nature Sounds,Tamil,Relaxation,playlist_5
55,Female,Sad,8,Good,3,Lo-fi,Kannada,Meditation,playlist_2
37,Female,Angry,3,Fair,10,Classical,Telugu,Sleeping,playlist_4
33,Female,Sad,6,Good,8,Lo-fi,Hindi,Meditation,playlist_3
59,Female,Happy,3,Good,4,Lo-fi,Spanish,Studying,playlist_1
25,Male,Angry,2,Poor,7,Pop,Tamil,Studying,playlist_1
15,Other,Anxiety,8,Good,7,Pop,English,Exercise,playlist_3
38,Female,Tired,1,Good,5,Lo-fi,Telugu,Exercise,playlist_5
68,Other,Sad,9,Good,1,Pop,Hindi,Sleeping,playlist_2
21,Female,Happy,7,Fair,10,Pop,Telugu,Exercise,playlist_1
39,Female,Anxiety,10,Poor,4,Lo-fi,Kannada,Studying,playlist_1
35,Male,Tired,4,Poor,7,Instrumental,Malayalam,Sleeping,playlist_5
29,Male,Anxiety,3,Good,5,Pop,Tamil,Studying,playlist_1
15,Male,Tired,6,Good,2,Lo-fi,Malayalam,Relaxation,playlist_5
26,Male,Angry,9,Fair,8,Instrumental,Spanish,Relaxation,playlist_4
72,Female,Anxiety,9,Good,2,Pop,Tamil,Sleeping,playlist_2
21,Male,Anxiety,4,Poor,8,Lo-fi,Tamil,Meditation,playlist_3
29,Male,Anxiety,10,Poor,2,Pop,Other,Exercise,playlist_3
35,Female,Angry,5,Fair,5,Instrumental,Other,Sleeping,playlist_4
33,Other,Happy,9,Fair,4,Lo-fi,Spanish,Exercise,playlist_1
74,Female,Tired,2,Poor,1,Instrumental,English,Studying,playlist_1
43,Female,Anxiety,2,Fair,8,Nature Sounds,Kannada,Meditation,playlist_3
39,Female,Angry,5,Good,10,Classical,Other,Exercise,playlist_5
47,Female,Happy,1,Good,3,Nature Sounds,English,Relaxation,playlist_1
63,Female,Tired,8,Fair,4,Pop,Spanish,Relaxation,playlist_5
46,Prefer not to say,Angry,5,Poor,4,Instrumental,Kannada,Studying,playlist_1
63,Male,Tired,10,Fair,5,Lo-fi,Kannada,Sleeping,playlist_2
49,Female,Anxiety,2,Poor,3,Instrumental,Spanish,Exercise,playlist_5
58,Female,Happy,9,Fair,9,Pop,Kannada,Studying,playlist_1
52,Female,Angry,2,Fair,4,Lo-fi,Tamil,Relaxation,playlist_4
40,Female,Happy,7,Fair,10,Nature Sounds,Other,Relaxation,playlist_1
25,Female,Anxiety,8,Good,4,Instrumental,Spanish,Relaxation,playlist_3
49,Female,Happy,6,Good,6,Classical,Tamil,Meditation,playlist_1
22,Male,Happy,7,Poor,8,Pop,Other,Meditation,playlist_3
60,Male,Sad,1,Fair,7,Pop,Other,Relaxation,playlist_2
28,Male,Happy,4,Good,4,Instrumental,Tamil,Sleeping,playlist_1
24,Male,Tired,7,Fair,4,Nature Sounds,Other,Meditation,playlist_5
16,Male,Angry,1,Poor,5,Nature Sounds,English,Exercise,playlist_5
60,Female,Sad,1,Good,10,Classical,Hindi,Meditation,playlist_3
23,Female,Angry,6,Poor,5,Classical,Malayalam,Exercise,playlist_4
17,Female,Angry,4,Good,1,Instrumental,Spanish,Meditation,playlist_4
35,Female,Anxiety,3,Fair,8,Lo-fi,Spanish,Relaxation,playlist_3
40,Female,Anxiety,5,Poor,10,Nature Sounds,Spanish,Exercise,playlist_5
22,Male,Sad,9,Good,5,Lo-fi,Kannada,Sleeping,playlist_2
62,Female,Anxiety,10,Good,3,Lo-fi,Spanish,Meditation,playlist_3
16,Female,Anxiety,10,Fair,3,Instrumental,Spanish,Meditation,playlist_3
20,Male,Anxiety,10,Poor,4,Classical,English,Relaxation,playlist_3
42,Male,Angry,3,Poor,7,Lo-fi,Tamil,Exercise,playlist_5
67,Male,Sad,5,Poor,5,Instrumental,Malayalam,Relaxation,playlist_2
43,Female,Angry,10,Fair,1,Classical,Tamil,Exercise,playlist_4
40,Female,Tired,5,Good,5,Lo-fi,Hindi,Meditation,playlist_5
39,Female,Angry,9,Good,5,Lo-fi,Tamil,Meditation,playlist_4
26,Male,Tired,10,Poor,6,Classical,Kannada,Meditation,playlist_5
19,Male,Happy,4,Good,7,Classical,Telugu,Meditation,playlist_3
48,Male,Happy,1,Poor,5,Pop,Other,Studying,playlist_1
62,Male,Tired,10,Fair,2,Pop,Spanish,Meditation,playlist_5
51,Male,Tired,5,Fair,2,Instrumental,Malayalam,Meditation,playlist_5
29,Male,Angry,1,Fair,4,Instrumental,Spanish,Exercise,playlist_5
58,Female,Tired,6,Poor,1,Nature Sounds,Tamil,Meditation,playlist_5
50,Male,Sad,10,Good,7,Pop,Other,Meditation,playlist_3
29,Male,Happy,10,Fair,1,Classical,Hindi,Exercise,playlist_1
57,Female,Happy,7,Poor,3,Pop,Malayalam,Meditation,playlist_1
62,Female,Tired,1,Poor,10,Instrumental,Telugu,Meditation,playlist_3
37,Female,Anxiety,10,Fair,7,Instrumental,Malayalam,Relaxation,playlist_3
20,Male,Anxiety,4,Fair,6,Instrumental,Other,Studying,playlist_1
60,Female,Tired,9,Fair,7,Classical,Other,Exercise,playlist_5
64,Other,Sad,1,Good,5,Lo-fi,Spanish,Relaxation,playlist_2
58,Male,Anxiety,9,Good,8,Instrumental,Spanish,Sleeping,playlist_2
73,Male,Tired,8,Poor,6,Pop,Kannada,Sleeping,playlist_2
57,Female,Sad,5,Fair,4,Lo-fi,Kannada,Studying,playlist_1
59,Other,Sad,6,Fair,1,Pop,Kannada,Sleeping,playlist_2
35,Male,Angry,7,Good,2,Instrumental,Hindi,Studying,playlist_1
37,Male,Sad,4,Fair,6,Classical,Telugu,Sleeping,playlist_2
57,Female,Anxiety,6,Poor,4,Lo-fi,Kannada,Sleeping,playlist_3
69,Male,Anxiety,7,Fair,3,Lo-fi,Spanish,Relaxation,playlist_3
30,Other,Tired,6,Good,7,Instrumental,Tamil,Sleeping,playlist_5
61,Male,Tired,6,Poor,7,Instrumental,Telugu,Studying,playlist_1
67,Female,Sad,2,Poor,2,Instrumental,Kannada,Meditation,playlist_2
74,Male,Happy,5,Fair,8,Nature Sounds,Other,Meditation,playlist_3
29,Male,Angry,3,Poor,1,Classical,Telugu,Meditation,playlist_4
39,Prefer not to say,Happy,7,Fair,10,Classical,Malayalam,Studying,playlist_1
50,Male,Sad,4,Fair,7,Instrumental,Tamil,Studying,playlist_1
25,Male,Sad,1,Good,10,Nature Sounds,English,Meditation,playlist_3
65,Female,Happy,6,Poor,1,Instrumental,Kannada,Sleeping,playlist_1
29,Male,Angry,6,Fair,3,Instrumental,Other,Meditation,playlist_4
18,Male,Happy,7,Fair,3,Classical,Tamil,Exercise,playlist_1
35,Male,Tired,8,Fair,10,Nature Sounds,Other,Studying,playlist_1
27,Female,Anxiety,3,Poor,2,Classical,Hindi,Exercise,playlist_5
36,Female,Tired,6,Poor,10,Instrumental,Malayalam,Exercise,playlist_5
33,Female,Anxiety,10,Poor,5,Pop,Kannada,Studying,playlist_1
48,Female,Sad,2,Fair,4,Lo-fi,English,Meditation,playlist_2
28,Male,Angry,9,Poor,6,Instrumental,Other,Relaxation,playlist_4
18,Male,Happy,2,Fair,2,Nature Sounds,Malayalam,Exercise,playlist_5
62,Female,Angry,3,Poor,4,Pop,Tamil,Meditation,playlist_4
67,Female,Happy,10,Poor,7,Nature Sounds,Malayalam,Relaxation,playlist_1
66,Other,Tired,2,Fair,1,Instrumental,Tamil,Exercise,playlist_5
60,Prefer not to say,Tired,9,Poor,3,Instrumental,Other,Meditation,playlist_5
41,Male,Happy,1,Fair,1,Lo-fi,Telugu,Exercise,playlist_5
43,Female,Angry,5,Poor,2,Nature Sounds,Kannada,Meditation,playlist_4
61,Female,Happy,1,Poor,9,Pop,English,Sleeping,playlist_1
42,Male,Sad,5,Poor,10,Lo-fi,Hindi,Sleeping,playlist_2
49,Male,Tired,8,Poor,5,Nature Sounds,Telugu,Studying,playlist_1
22,Female,Sad,8,Good,4,Instrumental,Kannada,Relaxation,playlist_2
30,Female,Tired,8,Fair,4,Lo-fi,English,Exercise,playlist_5
56,Female,Tired,2,Good,8,Instrumental,Telugu,Exercise,playlist_5
50,Female,Anxiety,8,Poor,3,Classical,English,Meditation,playlist_3
44,Female,Sad,5,Poor,4,Classical,Malayalam,Relaxation,playlist_2
32,Male,Sad,1,Fair,2,Lo-fi,English,Exercise,playlist_5
16,Female,Anxiety,7,Fair,6,Lo-fi,Other,Relaxation,playlist_3
63,Female,Angry,6,Fair,9,Nature Sounds,Telugu,Relaxation,playlist_4
27,Female,Sad,5,Fair,4,Pop,Telugu,Sleeping,playlist_2
18,Female,Happy,1,Poor,6,Pop,Kannada,Exercise,playlist_5
40,Other,Anxiety,1,Fair,4,Classical,Telugu,Exercise,playlist_5
39,Male,Sad,6,Good,2,Classical,Spanish,Studying,playlist_1
44,Prefer not to say,Angry,10,Fair,6,Classical,Spanish,Relaxation,playlist_4
25,Female,Sad,7,Fair,7,Instrumental,Malayalam,Meditation,playlist_3
21,Female,Tired,10,Good,4,Pop,Spanish,Sleeping,playlist_2
45,Male,Happy,10,Good,7,Lo-fi,Kannada,Studying,playlist_1
58,Male,Anxiety,1,Good,8,Classical,English,Sleeping,playlist_3
24,Female,Tired,9,Good,3,Nature Sounds,Telugu,Meditation,playlist_5
53,Female,Angry,4,Fair,2,Lo-fi,Kannada,Studying,playlist_1
27,Male,Tired,5,Good,5,Lo-fi,Kannada,Sleeping,playlist_5
45,Female,Tired,2,Poor,2,Lo-fi,Hindi,Meditation,playlist_5
21,Female,Angry,10,Fair,10,Pop,Kannada,Studying,playlist_1
70,Male,Tired,8,Poor,5,Classical,Kannada,Meditation,playlist_5
63,Male,Anxiety,2,Fair,10,Nature Sounds,Hindi,Studying,playlist_1
56,Male,Sad,3,Fair,6,Instrumental,Tamil,Exercise,playlist_5
56,Male,Tired,9,Poor,8,Nature Sounds,Malayalam,Exercise,playlist_5
70,Male,Anxiety,2,Good,6,Nature Sounds,Telugu,Sleeping,playlist_3
50,Female,Sad,6,Good,4,Nature Sounds,Other,Relaxation,playlist_2
34,Male,Sad,4,Poor,3,Instrumental,Hindi,Relaxation,playlist_2
18,Male,Tired,7,Good,2,Nature Sounds,Spanish,Meditation,playlist_5
68,Female,Anxiety,6,Fair,1,Nature Sounds,Kannada,Studying,playlist_1
21,Prefer not to say,Tired,10,Fair,2,Classical,Kannada,Exercise,playlist_5
68,Male,Angry,9,Fair,2,Classical,Telugu,Relaxation,playlist_4
15,Prefer not to say,Sad,9,Good,5,Classical,Malayalam,Exercise,playlist_2
58,Male,Tired,10,Good,9,Lo-fi,Spanish,Meditation,playlist_3
70,Male,Sad,4,Poor,1,Nature Sounds,English,Meditation,playlist_2
59,Female,Anxiety,1,Fair,4,Pop,Hindi,Studying,playlist_1
56,Female,Happy,2,Poor,10,Pop,Tamil,Relaxation,playlist_1
61,Female,Tired,8,Good,7,Pop,Telugu,Meditation,playlist_3
73,Female,Tired,10,Poor,10,Instrumental,Telugu,Meditation,playlist_3
27,Male,Sad,8,Good,3,Classical,Hindi,Exercise,playlist_2
69,Female,Anxiety,2,Fair,8,Classical,Kannada,Sleeping,playlist_3
36,Female,Angry,4,Fair,3,Classical,Kannada,Relaxation,playlist_4
68,Female,Anxiety,1,Good,8,Instrumental,Other,Studying,playlist_1
35,Male,Tired,7,Good,2,Nature Sounds,Other,Studying,playlist_1
36,Male,Angry,4,Good,5,Lo-fi,Tamil,Exercise,playlist_5
42,Female,Anxiety,8,Fair,4,Classical,Hindi,Studying,playlist_1
23,Prefer not to say,Happy,9,Good,9,Nature Sounds,Telugu,Meditation,playlist_3
40,Male,Sad,9,Fair,3,Pop,Spanish,Relaxation,playlist_2
23,Male,Anxiety,3,Poor,5,Lo-fi,Hindi,Studying,playlist_1
29,Male,Anxiety,5,Fair,10,Pop,English,Relaxation,playlist_3
24,Female,Happy,6,Poor,9,Nature Sounds,Other,Studying,playlist_1
38,Male,Tired,6,Fair,6,Nature Sounds,Telugu,Sleeping,playlist_5
72,Male,Sad,10,Fair,2,Pop,Tamil,Sleeping,playlist_2
71,Female,Anxiety,8,Good,1,Lo-fi,Tamil,Relaxation,playlist_3
56,Male,Angry,6,Fair,1,Pop,Other,Sleeping,playlist_4
22,Male,Anxiety,6,Good,7,Pop,Telugu,Sleeping,playlist_3
38,Male,Sad,4,Good,2,Pop,Kannada,Meditation,playlist_2
30,Male,Anxiety,7,Good,7,Lo-fi,Telugu,Studying,playlist_1
63,Male,Happy,8,Fair,1,Instrumental,Telugu,Sleeping,playlist_2
40,Male,Anxiety,3,Good,4,Lo-fi,English,Relaxation,playlist_3
41,Male,Anxiety,7,Poor,10,Pop,Telugu,Meditation,playlist_3
51,Female,Angry,3,Poor,4,Classical,Malayalam,Sleeping,playlist_4
18,Male,Happy,8,Fair,5,Classical,Spanish,Relaxation,playlist_1
64,Female,Happy,1,Good,10,Nature Sounds,Malayalam,Studying,playlist_1
38,Male,Anxiety,1,Poor,1,Instrumental,Hindi,Sleeping,playlist_3
33,Male,Angry,6,Fair,7,Nature Sounds,Hindi,Relaxation,playlist_4
50,Female,Anxiety,10,Fair,2,Nature Sounds,Spanish,Relaxation,playlist_3
74,Male,Anxiety,9,Fair,2,Classical,Tamil,Exercise,playlist_3
53,Male,Sad,4,Fair,8,Lo-fi,Kannada,Relaxation,playlist_2
24,Female,Sad,6,Fair,9,Nature Sounds,Tamil,Exercise,playlist_2
39,Female,Angry,5,Good,6,Nature Sounds,English,Studying,playlist_1
32,Female,Tired,1,Good,1,Instrumental,Telugu,Studying,playlist_1
33,Female,Sad,6,Good,1,Classical,Spanish,Meditation,playlist_2
50,Male,Tired,9,Good,7,Lo-fi,Tamil,Exercise,playlist_5
24,Prefer not to say,Happy,3,Fair,8,Instrumental,Telugu,Relaxation,playlist_1
47,Other,Sad,3,Fair,3,Lo-fi,Tamil,Meditation,playlist_2
69,Male,Sad,2,Poor,9,Lo-fi,Telugu,Meditation,playlist_3
64,Female,Angry,4,Poor,4,Nature Sounds,Tamil,Studying,playlist_1
19,Male,Tired,10,Good,4,Instrumental,Malayalam,Relaxation,playlist_5
61,Female,Sad,3,Fair,3,Nature Sounds,Malayalam,Exercise,playlist_5
63,Male,Sad,2,Poor,8,Pop,Other,Studying,playlist_1
49,Female,Angry,1,Poor,9,Lo-fi,Malayalam,Meditation,playlist_3
58,Male,Angry,3,Poor,1,Instrumental,Spanish,Sleeping,playlist_4
48,Female,Tired,10,Poor,2,Classical,Hindi,Meditation,playlist_5
47,Male,Happy,6,Good,1,Nature Sounds,Spanish,Sleeping,playlist_1
69,Female,Happy,9,Fair,4,Pop,Spanish,Studying,playlist_1
35,Female,Anxiety,5,Good,10,Pop,English,Exercise,playlist_5
31,Female,Sad,3,Poor,7,Pop,Tamil,Relaxation,playlist_2
36,Male,Tired,5,Poor,7,Nature Sounds,Hindi,Sleeping,playlist_5
62,Female,Sad,5,Fair,6,Classical,Spanish,Relaxation,playlist_2
51,Male,Tired,5,Fair,5,Instrumental,Spanish,Studying,playlist_1
29,Female,Tired,7,Good,4,Lo-fi,Kannada,Studying,playlist_1
49,Female,Tired,5,Fair,8,Classical,Tamil,Studying,playlist_1
42,Female,Sad,7,Good,7,Nature Sounds,Telugu,Exercise,playlist_2
21,Female,Angry,9,Good,10,Instrumental,English,Sleeping,playlist_2
46,Female,Sad,5,Poor,1,Lo-fi,Hindi,Relaxation,playlist_2
25,Male,Tired,2,Good,6,Instrumental,Hindi,Meditation,playlist_5
24,Prefer not to say,Anxiety,5,Poor,2,Lo-fi,English,Studying,playlist_1
23,Female,Happy,8,Good,4,Lo-fi,Other,Relaxation,playlist_1
28,Male,Tired,4,Good,5,Pop,Tamil,Relaxation,playlist_5
27,Male,Anxiety,2,Fair,8,Nature Sounds,Telugu,Exercise,playlist_5
71,Female,Angry,10,Fair,6,Classical,Kannada,Sleeping,playlist_2
39,Prefer not to say,Tired,3,Poor,2,Pop,Tamil,Exercise,playlist_5
16,Male,Anxiety,9,Fair,5,Pop,English,Exercise,playlist_3
49,Other,Tired,9,Good,5,Instrumental,Other,Relaxation,playlist_5
21,Male,Sad,8,Poor,6,Lo-fi,Tamil,Sleeping,playlist_2
35,Prefer not to say,Anxiety,8,Poor,1,Lo-fi,Spanish,Sleeping,playlist_2
32,Female,Sad,8,Poor,8,Instrumental,Tamil,Sleeping,playlist_2
17,Male,Sad,8,Good,3,Nature Sounds,Other,Studying,playlist_1
56,Male,Anxiety,8,Fair,5,Lo-fi,English,Sleeping,playlist_2
68,Female,Happy,1,Poor,7,Pop,Other,Relaxation,playlist_1
53,Female,Anxiety,6,Good,3,Pop,Other,Studying,playlist_1
55,Other,Happy,9,Fair,10,Lo-fi,English,Meditation,playlist_3
63,Female,Tired,8,Fair,6,Lo-fi,Other,Exercise,playlist_5
25,Female,Tired,3,Poor,5,Nature Sounds,Kannada,Sleeping,playlist_5
53,Other,Anxiety,1,Good,7,Lo-fi,English,Meditation,playlist_3
38,Female,Tired,2,Fair,10,Nature Sounds,English,Sleeping,playlist_5
74,Female,Angry,2,Good,3,Pop,English,Exercise,playlist_5
60,Female,Sad,7,Fair,2,Nature Sounds,Spanish,Relaxation,playlist_2
33,Other,Sad,6,Poor,4,Lo-fi,Spanish,Relaxation,playlist_2
18,Male,Happy,2,Poor,3,Classical,Spanish,Exercise,playlist_5
40,Female,Tired,8,Fair,4,Lo-fi,Hindi,Meditation,playlist_5
52,Female,Happy,9,Good,7,Classical,English,Studying,playlist_1
56,Female,Sad,7,Fair,5,Pop,English,Studying,playlist_1
46,Female,Sad,4,Good,4,Instrumental,English,Sleeping,playlist_2
53,Female,Tired,1,Fair,6,Pop,Kannada,Exercise,playlist_5
59,Male,Angry,4,Poor,7,Pop,Spanish,Exercise,playlist_5
60,Female,Angry,4,Good,5,Pop,Tamil,Studying,playlist_1
50,Male,Tired,8,Poor,7,Nature Sounds,Spanish,Meditation,playlist_3
54,Male,Tired,4,Good,3,Pop,English,Exercise,playlist_5
51,Female,Happy,4,Fair,7,Instrumental,English,Relaxation,playlist_1
